"","V180","V35","V8","V143","V209","V151","V249","V74_HK","V16","V79","V236","V193","V81","WEIGHT1A","V164","V150","V118","V47","V213G","I_WOMPOL","V256","V145","V43_16","V43_08","RELATIVISM","V183","V220","V254","V72","V7_CO","V43_24","V219","V43_23","V221","V198","WEIGHT2A","V69","V57","V56","V159","V105","V28","V259","WEIGHT4B","V169","V71","V208","V257C","V48","V210","V42","V253CS","WEIGHT1B","I_TRUSTCOURTS","V12","V213N","V41","V192","EQUALITY","V204","V213H","V168","I_WOMJOB","V257B","V59","V142","V43_03","I_TRUSTPOLICE","V239","V91","V129","V263","V132","V32","V43_12","V213A","V43","V108","V89","V114","V19","V245","V144","WEIGHT2B","V4","V252B","V251","V121","V68","V213L","V39","V21","V133","V97","V202","V33","WEIGHTB","I_HOMOLIB","V157","V194","I_AUTHORITY","I_NATIONALISM","DEFIANCE","I_DEVOUT","COW","V116"
"597",2,2,2,3,2,3,1,-4,1,1,1960,2,5,1,2,3,5,8,-4,0.660000026226044,80,3,-4,-4,1,1,2,2,2,-4,-4,2,-4,5,3,1,1,1,2,8,2,0,2.12146425247192,1,5,3,2,-4,2,2,2,5,1,0.330000013113022,1,-4,2,5,0.886667013168335,6,-4,1,1,-4,1,3,-4,0.330000013113022,16,8,2,-4,2,0,-4,-4,-4,2,2,7,2,4,3,1,1,-4,2,7,5,-4,2,2,2,2,4,0,1,0.333332985639572,5,4,0.5,0.330000013113022,0.496666997671127,0.660000026226044,732,4
"598",1,1,1,1,1,1,1,-4,2,1,1968,-4,4,1,1,4,4,9,-4,0,502,1,-4,-4,0.666666984558105,1,2,1,2,-4,-4,2,-4,-1,1,1,1,1,3,8,3,0,1,1,-4,3,1,-4,1,2,2,-4,1,0,2,-4,2,10,0.333332985639572,10,-4,-4,0,-4,2,1,-4,0.330000013113022,16,6,3,1,3,0,-4,-4,-4,2,2,-1,1,2,1,1,1,-4,1,7,7,-4,2,1,2,3,1,-4,1,0,7,3,0,0,0,0,452,10
"599",3,2,2,2,1,1,-3,-4,1,1,1936,2,6,1,2,4,7,7,1,0.330000013113022,1400,1,-4,-4,0.333332985639572,3,1,1,4,-4,-4,2,-4,-4,1,1,2,1,3,8,2,0,1.62109267711639,1,1,1,2,-4,4,1,2,124008,1,0.330000013113022,1,-4,2,8,0.219999998807907,3,3,5,0,-4,2,2,2,0.330000013113022,23,8,2,-4,2,0,-4,-4,-4,3,3,6,2,-3,2,1,1,-4,1,7,8,-4,2,2,3,3,4,0,1,0.333332985639572,8,2,0,0,0.109999999403954,0.330000013113022,20,8
"600",1,2,1,2,2,2,1,-4,1,1,1942,-4,5,1,1,2,1,10,-4,0,80,2,-4,-4,0,1,1,2,3,-4,-4,1,-4,9,1,0.660000026226044,1,1,3,10,2,0,0.566322505474091,1,4,1,1,156009,1,3,2,-4,1,0.330000013113022,2,-4,2,1,0.219999998807907,10,-4,1,0,156205,2,3,-4,0.330000013113022,20,10,4,-4,2,0,-4,-4,2,3,2,-4,2,1,2,1,1,-4,2,10,4,-4,2,2,2,2,1,0,1,0,10,-4,0,0.330000013113022,0.219999998807907,0.330000013113022,710,2
"601",2,2,2,2,1,3,-3,-4,1,1,1961,1,4,1,1,4,7,10,2,1,1400,2,-4,-4,1,3,1,1,3,-4,-4,1,-4,-4,3,1,3,1,0,9,3,1,0.745396673679352,1,2,2,1,-4,1,2,2,124005,1,0.330000013113022,1,-4,2,10,1,10,2,1,1,-4,2,2,2,0.330000013113022,43,4,3,-4,2,-1,-4,-4,-4,2,4,-1,2,3,2,1,1,-4,4,8,4,-4,2,2,3,3,7,0,1,0.666666984558105,6,4,0,0,0.109999999403954,0.330000013113022,20,8
"602",2,1,1,2,2,2,1,-4,1,1,1966,1,5,1,4,3,7,2,-4,0.660000026226044,1230,2,-4,-4,1,3,2,2,2,-4,-4,2,-4,5,9,1,1,2,1,8,1,0,1,1,5,1,8,-4,2,2,2,-4,1,0.330000013113022,1,-4,2,8,0.773333013057709,3,-4,1,1,891017,1,3,-4,0.330000013113022,18,8,3,-4,2,0,-4,-4,-4,2,2,-1,2,-3,2,1,1,-4,2,4,2,-4,1,1,3,3,9,-2,1,0.888889014720917,8,2,0,0.330000013113022,0.219999998807907,0.330000013113022,345,3
"603",1,2,1,1,2,1,-3,-4,1,1,1949,1,5,1,2,2,7,7,-4,1,1275,2,-4,-4,1,3,1,1,2,-4,-4,3,-4,10,1,1,1,2,2,10,2,0,0.130102679133415,1,5,1,1,-4,2,1,2,752003,1,0.330000013113022,1,-4,2,5,1,6,-4,1,1,-4,1,2,2,0.330000013113022,40,8,2,-4,2,0,-4,-4,-4,4,1,4,2,1,1,1,1,-4,2,6,6,-4,2,2,3,1,10,1,1,1,10,4,1,0.330000013113022,0.663332998752594,0.660000026226044,380,1
"604",1,-4,2,2,2,2,1,-4,1,1,1938,1,6,1,-4,2,1,6,-4,0,-4,1,-4,-4,0.666666984558105,3,1,2,1,-4,-4,1,-4,2,5,1,1,1,8,7,2,0,0.763026118278503,1,5,3,-4,-4,1,3,-4,-4,1,1.77964904969252e-43,2,2,-4,10,0,NA,-4,1,0,-4,2,2,-4,1.77964904969252e-43,-2,10,2,2,-4,0,-4,-4,-4,1,1,1,1,-3,2,1,1,-4,2,8,5,-4,-4,1,2,3,-4,0,0.915000021457672,1.77964904969252e-43,6,-4,0.5,0.330000013113022,0.386667013168335,0.330000013113022,651,10
"605",1,1,3,4,2,1,1,-4,1,1,1986,1,2,1,1,2,1,6,-4,0,220,4,-4,-4,1,1,1,1,2,-4,-4,2,-4,6,6,1,2,2,0,6,1,2,1,1,3,1,10,-4,2,2,1,-4,1,0.660000026226044,2,-4,1,6,0,2,-4,1,0,-4,1,3,-4,0.660000026226044,18,10,3,-4,3,0,-4,-4,-4,1,1,5,2,-1,4,1,1,-4,4,7,6,-4,2,1,3,3,3,-4,0.915000021457672,0.222222000360489,3,3,0,0.330000013113022,0.109999999403954,0,551,6
"606",1,1,1,4,1,1,1,-4,1,1,1937,1,6,0.660000026226044,4,4,1,-1,-4,0.330000013113022,-4,-1,-4,-4,0,1,1,1,4,-4,-4,1,-4,7,1,1,1,1,2,10,2,0,1,1,5,2,1,-4,4,1,1,-4,1,1,2,-4,1,10,0.219999998807907,7,-4,1,0,-4,3,-1,-4,0.660000026226044,38,10,3,-4,3,0,-4,-4,-1,4,1,-1,1,1,-1,1,1,-4,4,8,3,-4,1,2,2,3,1,0,1,0,10,2,0.5,0,0.383500009775162,1.77964904969252e-43,372,8
"607",1,2,1,-1,1,1,-3,-4,1,1,1949,1,6,1,3,4,5,10,-4,0.660000026226044,-4,2,-4,-4,0,1,2,1,4,-4,-4,1,-4,6,1,1,1,1,2,6,-1,0,1,1,1,2,1,-4,4,2,2,-4,1,1.77964904969252e-43,1,-4,2,10,0.72000002861023,8,-4,4,0.5,-4,2,-1,-4,1.77964904969252e-43,22,9,2,-4,2,0,-4,-4,2,4,1,-1,1,6,-1,1,1,-4,2,8,7,-4,2,2,3,-1,1,0,1,0,10,1,0,0,0.109999999403954,0.330000013113022,372,10
"608",3,-4,1,2,2,2,2,-4,1,1,1950,-2,5,1,2,4,4,5,-4,0,80,-2,-4,-4,0.333332985639572,3,-4,2,-2,-4,-4,-4,-4,7,4,0.660000026226044,-2,1,1,5,3,0,1,0.660000026226044,4,1,1,-4,2,-2,-4,392004,1,0,2,-4,-4,6,0.219999998807907,8,-4,1,0,-4,3,2,-4,0,18,5,-4,-4,1,0,-4,-4,-4,3,5,8,2,4,-2,1,1,-4,3,-2,4,-4,-4,2,1,3,1,0,0.8299999833107,0,7,3,0.5,0.330000013113022,0.386667013168335,0.330000013113022,740,6
"609",-2,1,2,-2,1,1,1,-4,2,1,1981,-2,5,1,2,4,9,8,-4,0.660000026226044,1400,-2,-4,-4,1.77964904969252e-43,-2,2,-4,3,-4,-4,2,-4,5,-2,0.660000026226044,1,1,-4,-2,3,1,2.55020427703857,1,-4,1,-2,-4,1,-2,1,840053,1,1.77964904969252e-43,2,-4,2,-2,0.773333013057709,NA,-4,-4,1,-4,2,-2,-4,1.77964904969252e-43,22,7,2,-4,-2,0,-4,-4,2,2,2,6,2,8,-2,1,1,-4,1,5,6,-4,2,1,-2,2,-2,-2,0.915000021457672,1.77964904969252e-43,-2,-2,0,0,0.219999998807907,0.660000026226044,2,5
"610",1,2,1,3,1,1,-3,-4,1,1,1957,1,2,1,2,1,4,8,-4,0.330000013113022,8000,3,-4,-4,1,1,1,1,3,-4,-4,1,-4,4,3,1,1,1,4,7,2,0,1,1,4,1,2,-4,1,2,2,-4,1,0.660000026226044,1,-4,2,8,0.219999998807907,9,-4,1,0,-4,1,3,-4,0.660000026226044,14,7,2,-4,3,0,-4,-4,-4,4,4,6,2,3,3,1,1,-4,2,8,8,-4,1,1,3,3,2,0,1,0.111111000180244,6,2,0,0,0.109999999403954,0.330000013113022,800,7
"611",1,2,1,3,1,1,1,-4,1,1,1977,1,2,1,3,4,1,5,-4,0,220,2,-4,-4,0.666666984558105,3,1,1,2,-4,-4,1,-4,10,1,1,1,1,0,10,2,2,1,1,3,1,10,-4,1,2,2,-4,1,0.660000026226044,2,-4,2,10,0.109999999403954,7,-4,1,0,-4,2,3,-4,0.660000026226044,-2,6,3,-4,3,0,-4,-4,-4,1,2,4,2,-3,2,1,1,-4,2,4,3,-4,1,1,3,2,1,0,1,0,10,2,0,0,0,0,439,10
"612",3,2,1,3,1,1,1,-4,1,1,1987,-4,2,1,2,4,1,1,-4,0.330000013113022,-2,3,-4,-4,0,3,1,1,-2,-4,-4,1,-4,7,1,1,2,1,0,10,2,0,1,0.660000026226044,-4,1,1,-4,2,2,2,-4,1,1.77964904969252e-43,1,-4,1,10,0.330000013113022,10,-4,-4,0,-4,2,3,-4,1,23,10,3,2,4,0,-4,-4,-4,1,5,6,1,-3,3,1,1,-4,3,2,3,-4,2,1,3,2,1,-4,0.915000021457672,0,5,4,0,0,0,0,452,10
"613",1,1,1,2,2,1,1,-4,1,1,1969,1,3,1,2,3,8,7,-4,0.330000013113022,-2,2,-4,1,0.333332985639572,1,-4,2,2,-4,-4,-4,-4,-4,2,0.660000026226044,2,1,2,8,1,0,1,1,-4,1,1,364000,2,3,-4,-4,1,0.330000013113022,1,2,1,7,0.443332999944687,9,-4,-4,1,364004,2,3,-4,0.330000013113022,24,-4,-4,-4,2,0,-4,-4,-4,1,3,-4,2,5,2,1,1,-4,1,9,6,-4,1,2,2,-4,1,-4,1,0,7,1,0,0.330000013113022,0.109999999403954,0,630,9
"614",-4,-4,2,-4,1,2,-3,-4,1,-4,1973,-4,-4,1,3,3,3,-4,-4,0.330000013113022,70,-4,2,2,1.77964904969252e-43,-4,-4,2,3,-4,-4,-4,-4,-4,-4,1,-4,-4,3,8,-4,-4,1,0.660000026226044,-4,1,-4,-4,-4,-4,-4,5,1,1.77964904969252e-43,1,-4,-4,10,0.330000013113022,8,-4,-4,0,-4,-4,-4,-4,1.77964904969252e-43,-2,-4,-4,1,3,-4,1,-4,-4,-4,-4,-4,1,-4,-4,1,1,-4,2,-4,3,-4,1,1,-4,3,-4,-4,0.8299999833107,1.77964904969252e-43,7,2,0,0,0,0,645,4
"615",1,2,1,2,1,1,-4,-4,1,1,1982,2,4,1,2,4,7,3,-4,0.660000026226044,-4,2,-4,-4,0.666666984558105,1,2,2,4,-4,-4,2,-4,8,1,1,3,1,0,9,-1,0,0.988200008869171,1,3,2,1,-4,2,2,2,-4,1,0.660000026226044,2,-4,2,7,0.886667013168335,5,-4,1,1,724046,1,2,-4,0.660000026226044,22,8,3,-4,4,0,-4,-4,-4,-4,2,5,2,6,2,1,1,-4,1,7,4,-4,2,2,3,2,7,-2,1,0.666666984558105,7,3,0,0,0,0,230,8
"616",1,2,1,2,1,-1,-3,-4,1,1,1974,1,5,0.660000026226044,1,3,10,6,2,0.660000026226044,1400,2,-4,-4,0,3,1,2,1,-4,-4,2,-4,-4,1,1,1,2,2,10,2,1,0.896495997905731,1,3,4,1,-4,4,2,2,124008,1,0.330000013113022,1,-4,2,10,0.773333013057709,10,3,1,1,-4,2,2,2,0.330000013113022,29,6,2,-4,2,0,-4,-4,-4,1,4,7,1,6,2,1,1,-4,3,8,7,-4,2,1,2,3,5,0,1,0.444444000720978,1,4,0,0,0.202000007033348,1.77964904969252e-43,20,5
"617",3,2,1,-1,2,2,1,-4,1,1,1967,1,2,1,2,4,1,5,-4,0.660000026226044,1400,4,-4,-4,0.333332985639572,1,1,1,3,-4,-4,1,-4,8,1,1,3,1,2,7,2,0,0.709321022033691,1,3,2,1,-4,1,2,2,-4,1,0.660000026226044,1,-4,2,5,0.773333013057709,5,-4,1,1,-4,1,-1,-4,1,22,10,3,-4,2,0,-4,-4,-4,1,6,5,2,-3,4,1,1,-4,2,10,1,-4,2,2,3,3,1,-4,1,0,10,1,0,0.330000013113022,0.330000013113022,0.660000026226044,369,10
"618",3,2,1,2,1,1,2,-4,1,1,1931,1,6,1,3,-2,5,6,-4,0.660000026226044,1400,3,-4,-4,0,1,1,1,2,-4,-4,1,-4,10,1,1,1,1,1,4,2,0,1,1,5,1,1,-4,1,2,2,-4,1,0.330000013113022,1,-4,2,10,0.439999997615814,10,-4,1,0,-4,-2,-2,-4,0.330000013113022,12,8,2,-4,2,0,-4,2,-4,2,1,10,2,-3,2,1,1,-4,2,7,4,-4,2,2,2,3,1,0,1,0,-2,3,0,0,0,0,165,10
"619",1,2,2,4,4,3,1,-4,1,1,1982,1,4,1,4,3,3,6,-4,0.330000013113022,158002,4,-4,-4,0.666666984558105,1,1,2,3,-4,-4,2,-4,4,1,1,1,1,2,10,3,0,1.38408899307251,1,4,1,8,-4,3,-4,2,-4,1,0.660000026226044,1,-4,2,4,0.663332998752594,8,-4,1,1,-4,2,4,-4,0.660000026226044,15,2,3,-4,3,0,-4,-4,-4,3,5,5,2,4,4,1,1,-4,3,7,3,-4,2,2,4,3,5,0,1,0.444444000720978,5,3,0.5,1,0.610000014305115,0.330000013113022,713,3
"620",-2,2,1,-1,1,-1,-3,-4,1,1,1957,1,3,1,-1,-1,9,1,-4,0.330000013113022,220,1,-4,-4,1,-2,2,2,1,-4,-4,2,-4,-1,3,1,-1,1,1,8,-1,0,0.795079529285431,0.660000026226044,3,3,2,-4,1,2,2,-4,1,0.330000013113022,2,-4,2,10,0.77666699886322,9,-4,1,1,-4,2,1,-4,0,16,-1,2,-4,3,0,-4,-4,-4,3,2,-1,1,-1,1,1,1,-4,2,4,2,-4,2,1,2,3,1,-2,0.915000021457672,0,-1,2,0.5,0,0.166666999459267,0,560,1
"621",2,2,1,1,3,2,-3,-4,1,2,1982,1,6,1,3,4,1,-2,-4,1,1400,2,-4,-4,0.666666984558105,1,2,1,4,-4,-4,3,-4,10,5,1,3,1,0,1,1,0,0.869963586330414,1,1,2,1,-4,4,1,2,20003,1,1,1,-4,2,1,1,1,-4,5,1,-4,1,4,-4,1,18,3,2,-4,-4,0,-4,-4,2,3,3,1,2,10,1,1,1,-4,3,10,8,-4,2,2,3,1,10,0,1,1,10,5,1,0.660000026226044,0.886667013168335,1,232,1
"622",1,2,1,2,2,1,-3,-4,1,2,1954,1,6,1,2,4,10,7,-4,1,1400,2,-4,-4,0,1,1,1,4,-4,-4,3,-4,10,1,1,1,1,2,9,2,0,1,1,5,2,1,-4,4,1,2,10,1,0.660000026226044,1,-4,2,10,1,5,-4,1,1,-4,1,2,-4,0.660000026226044,23,9,2,-4,4,0,-4,-4,-4,1,4,10,2,8,3,1,1,-4,1,9,7,-4,2,2,2,2,8,0,1,0.777778029441833,10,5,1,0.330000013113022,0.443332999944687,0,360,9
"623",1,2,1,2,1,1,1,-4,2,1,1946,1,-4,1,2,4,1,6,-4,1,1400,2,-4,-4,0,3,1,1,3,-4,-4,2,-4,10,1,1,3,1,3,-4,2,0,1,1,5,4,1,-4,4,2,2,380045,1,0.330000013113022,2,-4,2,10,0.886667013168335,10,-4,1,1,380049,2,2,-4,0.330000013113022,14,10,2,-4,2,0,-4,-4,-4,1,-4,4,2,1,2,1,1,-4,1,2,4,-4,2,2,3,3,1,-2,1,0,-4,4,0,0,0.219999998807907,0.660000026226044,325,10
"624",1,2,1,4,1,1,1,-4,1,1,1988,1,3,1,2,3,1,6,-4,0.660000026226044,220,1,-4,-4,0,1,1,1,3,-4,-4,3,-4,4,1,1,2,2,2,8,1,2,1,1,1,1,5,-4,4,2,2,-4,1,0.330000013113022,2,-4,2,10,0.439999997615814,10,-4,4,0,-4,2,2,-4,0.330000013113022,-2,2,3,-4,2,0,-4,-4,-4,4,5,-1,1,-3,1,1,1,-4,3,9,8,-4,2,1,3,3,1,-4,1,0,10,3,0,0,0,0,551,8
"625",3,-4,2,3,2,3,-3,-4,2,1,1945,1,6,1,3,4,1,4,-4,0.330000013113022,80,3,-4,-4,0,3,-4,2,3,-4,-4,-4,-4,6,2,1,3,1,2,10,2,0,1,1,4,1,1,-4,2,2,-4,392001,1,0.660000026226044,2,-4,-4,7,0.219999998807907,8,-4,5,0,-4,3,3,-4,0.660000026226044,13,6,-4,-4,3,0,-4,-4,-4,2,4,2,2,4,3,1,1,-4,3,6,4,-4,-4,2,2,2,4,0,1,0.333332985639572,6,3,1,0.330000013113022,0.553332984447479,0.330000013113022,740,6
"626",1,2,2,3,1,2,-5,-4,1,1,1968,2,5,1,3,4,4,4,-4,0.660000026226044,1400,3,-4,-4,1,3,2,-4,4,-4,-4,3,-4,5,2,1,3,2,-4,9,3,1,0.630050420761108,1,-4,2,1,-4,3,2,2,840053,1,0.660000026226044,1,-4,2,3,0.496666997671127,3,-4,-4,0.5,-4,1,4,-4,0.660000026226044,-5,8,3,-4,3,0,-4,-4,2,2,5,2,2,-2,3,1,1,-4,3,7,6,-4,2,2,4,2,5,-2,1,0.444444000720978,10,4,0,0,0.109999999403954,0.330000013113022,2,6
"627",1,2,1,3,1,2,1,-4,1,2,1979,1,4,1,2,3,1,8,-4,0,653,3,-4,2,0.333332985639572,1,-4,1,4,-4,-4,-4,-4,-4,1,1,1,1,0,10,3,0,1,1,-4,3,1,364000,4,1,-4,-4,1,0.330000013113022,2,3,1,10,0.109999999403954,7,-4,-4,0,364007,2,2,-4,0.330000013113022,25,-4,-4,-4,2,0,-4,-4,-4,2,4,-4,2,9,3,1,1,-4,2,10,6,-4,2,2,3,-4,1,-4,1,0,10,1,0,0,0,0,630,10
"628",1,1,1,1,2,1,2,-4,1,1,1944,1,6,1,2,4,1,1,-4,1,80,1,-4,-4,0.333332985639572,1,1,3,2,-4,-4,1,-4,1,10,1,1,2,4,1,1,0,0.317652404308319,1,1,1,1,-4,1,1,1,10,1,0,2,-4,1,10,0.666666984558105,10,-4,2,0,-4,2,1,-4,0,19,10,4,-4,1,0,-4,-4,-4,2,1,10,1,1,1,1,1,-4,2,10,3,-4,2,1,1,2,1,0,1,0,10,1,0,0.330000013113022,0.109999999403954,0,732,1
"629",-2,2,3,2,2,2,1,-4,2,1,1972,1,4,1,2,2,10,7,-4,0.330000013113022,-4,2,-4,-4,0,-2,1,2,4,-4,-4,1,-4,1,-2,0.660000026226044,1,1,4,10,3,0,0.913863480091095,1,-2,3,1,-4,4,3,2,400103,1,0.330000013113022,2,1,1,10,0.219999998807907,10,-4,-2,0,-4,2,2,-4,0.330000013113022,20,5,3,-4,2,0,-4,-4,2,-2,2,-2,1,-3,2,1,1,-4,3,5,5,-4,2,1,2,3,1,0,1,0,-2,4,0,0.330000013113022,0.109999999403954,0,663,10
"630",3,-4,1,2,2,2,-3,-4,1,1,1956,2,6,1,3,4,2,4,-4,0.330000013113022,80,-2,-4,-4,0.333332985639572,3,-4,2,3,-4,-4,-4,-4,8,6,1,4,1,2,4,2,0,1,1,-2,1,1,-4,4,2,-4,392003,1,0.330000013113022,1,-4,-4,5,0.479909986257553,7,-4,5,1.77964904969252e-43,-4,3,2,-4,0.330000013113022,15,5,-4,-4,2,0,-4,-4,-4,3,4,5,2,8,-2,0.660000026226044,1,-4,1,8,6,-4,-4,2,2,-2,6,0,0.915000021457672,0.555555999279022,-2,4,1,0.330000013113022,0.663332998752594,0.660000026226044,740,5
"631",-4,2,2,2,-4,1,1,-4,1,1,1987,1,4,0.660000026226044,3,4,5,4,-4,1,831,2,-4,-4,1.77964904969252e-43,-4,-4,2,2,-4,-4,-4,-4,8,-4,1,1,1,0,10,2,0,0.914510548114777,1,3,1,-4,-4,2,-4,2,604003,1,1,2,-4,2,10,0.886667013168335,NA,-4,1,1,604002,2,2,-4,0.660000026226044,2,10,3,1,3,0,-4,-4,-4,1,6,-2,1,-3,1,1,1,-4,3,9,3,-4,2,1,3,2,-4,0,0.915000021457672,1.77964904969252e-43,6,2,0,1.77964904969252e-43,0.0769999995827675,0,135,10
"632",3,2,1,2,1,2,-5,-4,1,2,1958,1,4,1,2,4,5,1,-4,1,1400,2,-4,-4,0.666666984558105,3,1,-4,3,-4,-4,1,-4,8,1,1,2,2,-4,5,3,2,0.330026417970657,1,-4,1,1,-4,4,1,2,840041,1,0.330000013113022,1,-4,2,10,1,9,-4,-4,1,-4,1,3,-4,0.330000013113022,28,10,2,-4,2,0,-4,-4,2,4,3,6,1,-2,2,1,1,-4,2,5,5,-4,2,1,3,2,10,-2,1,1,10,4,0.5,0,0.166666999459267,0,2,4
"633",1,1,1,-2,1,2,1,-4,1,1,1950,1,6,1,3,3,1,3,-4,1.77964904969252e-43,1400,2,-4,-4,0,1,1,1,3,-4,-4,1,-4,-2,1,1,2,1,2,10,3,0,1,1,5,1,1,-4,4,2,1,-4,1,0.660000026226044,2,-4,1,10,0.196510002017021,NA,-4,1,0,-4,2,3,-4,0.660000026226044,-3,-2,3,-4,3,0,-4,-4,-2,2,1,-2,1,1,2,0.660000026226044,1,-4,2,5,2,2,1,2,3,3,-4,-2,0.8299999833107,1.77964904969252e-43,5,5,0,0,0,0,600,8
"634",3,2,1,-2,1,1,-3,-4,1,1,1954,1,5,1,3,4,1,8,-4,1,220,3,-4,-4,0,1,1,3,3,-4,-4,1,-4,10,1,1,1,1,6,2,1,1,1,1,4,2,1,-4,2,2,2,-4,1,0.660000026226044,2,-4,1,10,1,10,-4,1,1,-4,2,3,-4,0.660000026226044,-3,1,3,-4,3,0,-4,-4,-4,1,2,7,2,-3,-2,1,1,-4,1,10,5,-4,2,1,3,3,1,-4,1,0,10,2,0,0,0,0,551,9
"635",-4,-4,2,-4,-2,-1,1,-4,1,-4,1962,-4,-4,0.660000026226044,2,3,-1,-4,-4,0.330000013113022,70,-4,1,1,1.77964904969252e-43,-4,-4,2,-2,-4,-4,-4,-4,-4,-4,1,-4,-4,6,8,-4,-4,1,0.660000026226044,-4,-2,-4,-4,-4,-4,-4,3,1,1.77964904969252e-43,2,-4,-4,10,0.553332984447479,NA,-4,-4,1,-4,-4,-4,-4,1.77964904969252e-43,-5,-4,-4,2,-2,-4,1,-4,-4,-4,-4,-4,1,-4,-4,1,2,-4,2,-4,4,-4,2,1,-4,-1,-4,-4,0.8299999833107,1.77964904969252e-43,5,1,1.77964904969252e-43,1.77964904969252e-43,1.77964904969252e-43,1.77964904969252e-43,645,-1
"636",2,2,1,3,1,1,-3,-4,1,2,1977,-4,4,1,2,4,9,2,-4,0.330000013113022,502,3,-4,-4,0.333332985639572,3,1,2,1,-4,-4,1,-4,1,1,1,1,1,3,10,2,2,1,1,-4,4,1,-4,2,1,1,-4,1,0.330000013113022,2,-4,2,10,0.663332998752594,10,-4,-4,1,-4,-2,3,-4,0.330000013113022,15,9,3,2,2,0,-4,-4,-4,1,3,-2,1,2,3,1,1,-4,1,9,7,-4,2,1,3,3,1,-4,1,0,9,2,0,0,0.109999999403954,0.330000013113022,452,9
"637",-4,2,1,4,-3,1,-4,-4,1,1,1984,-4,5,0.660000026226044,-4,4,2,9,-4,0.330000013113022,90,4,-4,-4,1,-4,-4,2,2,-4,-4,-4,-4,-4,1,1,4,-4,0,10,-4,0,1.23197519779205,1,-4,3,1,-4,4,-4,2,826036,1,1,2,-4,2,1,0.663332998752594,9,-4,-4,1,-4,2,4,-4,0.330000013113022,20,-4,1,-4,4,0,-4,-4,-4,-4,1,5,2,-3,3,1,1,-4,-4,1,8,-4,2,2,2,-1,2,0,1,0.111111000180244,7,-4,0,1.77964904969252e-43,0.0769999995827675,0,200,3
"638",3,2,2,2,1,1,1,-4,1,1,1983,2,2,1,-1,4,8,8,-4,0.660000026226044,1400,3,-4,-4,1,3,1,1,1,-4,-4,1,-4,9,2,1,1,1,0,9,2,0,0.484737038612366,1,1,3,2,-4,1,1,2,-4,1,0.660000026226044,1,-4,2,5,0.773333013057709,4,-4,5,1,-4,2,3,-4,0.660000026226044,27,9,2,-4,3,0,-4,-4,-4,1,2,5,2,-3,3,1,1,-4,1,8,9,-4,2,2,3,1,7,-2,1,0.666666984558105,9,4,0,0,0.109999999403954,0.330000013113022,560,8
"639",1,2,1,2,1,1,-3,-4,2,1,1965,1,2,1,2,3,7,3,-4,0,1400,3,-4,-4,0,1,2,2,3,-4,-4,2,-4,3,1,1,3,2,2,7,4,0,1,1,1,2,1,-4,1,3,2,-4,1,1,2,-4,1,10,0.219999998807907,10,-4,4,0,-4,2,2,-4,1,9,5,3,-4,2,0,-4,-4,-2,1,3,6,1,1,4,1,1,-4,2,4,5,2,1,1,2,2,-4,-2,0.915000021457672,1.77964904969252e-43,7,1,0,0,0,0,600,6
"640",-4,2,3,3,1,3,-4,-4,1,1,1946,-4,4,1,-4,3,1,3,-4,0.330000013113022,1220,2,-4,-4,0,-4,-4,1,2,-4,-4,-4,-4,-4,1,1,1,-4,3,10,-4,0,2.00599408149719,1,-4,1,1,-4,3,-4,2,643039,1,0.330000013113022,2,-4,2,1,0.219999998807907,3,-4,-4,0,-4,3,3,-4,0.330000013113022,23,-4,2,-4,1,0,-4,-4,-4,-4,2,-4,2,-3,2,1,1,-4,-4,5,3,-4,2,2,2,2,1,-4,1,0,10,-4,0,0,0,0,365,10
"641",1,2,1,2,2,1,1,-4,2,1,1977,1,5,1,2,4,10,8,-4,0,220,2,-4,-4,0,1,1,1,1,-4,-4,2,-4,9,1,1,1,1,2,10,2,2,1,1,3,3,1,-4,1,1,2,-4,1,0.330000013113022,2,-4,2,10,0.333332985639572,10,-4,1,1,-4,2,2,-4,0.330000013113022,22,5,3,-4,2,2,-4,-4,-4,3,3,10,1,3,1,1,1,-4,1,10,8,-4,2,1,3,2,1,-4,1,0,10,1,0,0.330000013113022,0.219999998807907,0.330000013113022,551,9
"642",1,1,2,-1,1,1,2,-4,2,1,1990,1,6,1,2,4,2,1,-4,1,402,2,-4,-4,0,1,1,3,-2,-4,-4,1,-4,-2,1,1,3,1,2,5,-1,0,1,0.660000026226044,4,3,1,-4,1,2,2,-4,1,0,1,-4,1,10,1,10,-4,2,1,-4,1,-1,-4,0,-3,-1,-2,-4,1,0,-4,-4,-4,1,1,1,1,-3,2,1,2,-4,4,1,1,-4,2,2,-1,-2,1,-5,0.915000021457672,0,10,1,0,0,0.333332985639572,1,530,2
"643",1,1,1,1,1,1,2,-4,1,1,1983,1,5,1,2,4,1,3,-4,0,-4,1,-4,-4,0,1,1,1,4,-4,-4,1,-4,5,1,1,2,1,0,10,1,1,1,1,3,2,1,-4,3,1,2,-4,1,0,2,-4,2,10,0.27666699886322,10,-4,1,0.5,-4,1,1,-4,0,18,1,4,-4,1,0,-4,-4,2,1,1,5,1,1,1,1,1,-4,2,5,1,-4,1,1,1,1,1,0,1,0,10,1,0.5,0,0.166666999459267,0,372,1
